sigma_T5,sigma_T10,sigma_T15,sigma_T20,sigma_T25,sigma_T30,sigma_T35,sigma_T40,sigma_T45,sigma_T50
0.2272307648,-0.4539381985,0.0022431141,1.1285340331,-0.1590556245,0.2597872698,1.9710470409,0.2158099610,0.7829984403,-0.2068206273
-0.0166564385,0.8400592993,0.0681947847,0.6040120238,0.9492020194,-0.3693881216,0.0885533809,-0.4856457757,2.6942020308,0.3171698400
0.8510819850,0.4411024199,0.1753693029,0.0105003402,0.7109384837,0.3338688933,2.4474916387,0.5242992516,0.0592338963,-0.2562052708
-0.0876057525,-0.0409881708,-0.0595642260,0.3288185469,0.3426993963,1.5885949063,0.5201940569,5.0044457244,0.2120388648,2.1109729517
0.0974630165,0.8978257795,0.4567299523,2.5276550648,0.1245894962,-0.1192407063,1.9546968693,-0.0468324231,0.1666943090,-0.0761504724
-0.0355190604,0.2586344638,-0.8424494124,-0.5607846974,-0.0059077500,-0.0393380203,0.4383729013,-0.5862273789,-0.4744068319,5.9258004600
0.6009928941,0.7166381184,1.7015488812,-0.0143781005,3.1792566770,-0.2759576629,0.1380850571,0.0975006407,0.1650047212,-0.5516454220
0.7737403849,0.6639134336,0.1013238612,-0.0723451065,0.2315778448,-0.0213567414,0.5824834403,-0.0276546218,0.3536041042,-0.1086699811
0.0532464821,-0.0075494900,0.3232900598,-0.1603009452,1.9470048502,8.0508139432,0.1006748311,-0.1751509229,-0.3331122727,0.8762445516
-0.0585381597,0.3768467428,-0.4546851491,0.4599611709,-0.6286848943,-0.0010256122,-1.0495967678,0.6444433357,0.0686977295,-1.2194888923
-0.1251978189,-0.0622694679,0.1686885496,-0.0143825505,-0.0769411971,-0.3688741264,1.2964436203,0.7081929565,-0.1733995845,2.0353452334
-0.1781088744,0.2692493670,0.3743437190,-0.2178634111,0.0562940595,1.9830696693,0.0044478704,-0.0463890065,1.7612933360,0.3003893869
-0.1252978710,-0.5854973634,-0.0500136969,-0.0967060653,3.7078880184,-0.0244898640,-0.7445074166,1.9985055234,1.1413515357,-0.4366658743
-0.0100039455,-0.0781318724,2.8029193455,0.4340014237,-0.0843279710,0.7514582696,-0.3228335167,2.0377724641,-0.3886126028,0.0325248913
0.5260797444,-0.2748610959,2.6776282333,-0.0506728467,0.0667621781,0.0665816121,1.5233295889,-0.1021221803,0.1532083454,1.0223482530
0.2260331306,1.0361258169,3.4791482785,0.3852899551,0.0815989275,2.0734469106,1.2276674670,0.2274912464,-0.1571098053,0.7242203384
1.3718739836,0.0996549223,-0.2739676451,-0.1786856506,0.0210418762,0.6432495112,1.0552027869,0.4156001204,-0.0352035822,0.1946604241
0.0040793854,0.0230287990,3.4807380330,1.6503980591,-0.3144618280,0.0780660982,0.7266610978,0.0081883322,0.4738825784,0.4137764897
-0.2360226962,-0.1158523774,0.1221337922,0.2034635279,0.5450705445,0.3019914172,0.5289510683,0.4087775082,0.9358421074,-0.0134949886
-0.1973526935,0.0017924147,0.4038493647,0.2287397060,-0.1768680863,0.0390003239,2.0524954805,0.0288125775,1.8548490406,1.7121763990
0.0423609287,0.4939007982,-0.8440160777,-0.2829513817,-0.1576936909,2.6239368329,0.6012233272,-0.0411947505,0.9405463567,1.4907887557
-0.2171551228,0.0370426929,0.5524938338,3.8034792980,0.4935831399,0.3438340196,1.5636595053,0.6231309053,6.1591153787,-0.2198988928
0.3258769569,-0.2639712598,5.3568912066,5.1642591261,-0.9708190468,0.4441164011,-0.1274058006,0.7535379248,0.1302996078,0.8277176369
0.0128739978,-1.3993294210,0.0861735943,0.0817710569,0.3773781052,2.0956110710,0.1751991056,-0.0640855574,0.0608152767,-0.1279082888
0.6239440142,-0.4640671787,-0.4700955772,0.4882890455,0.3410928834,0.1356255456,-0.1964644225,-0.3434554972,8.1625012623,0.1497528253
0.5535667646,0.7111504074,1.3381351715,-0.9666996267,-0.5663019600,0.7955157498,1.1640963496,0.0400696304,0.0463052771,-0.2732810515
0.0332763647,-0.3767840934,0.4898492694,-0.6376682338,0.1519348759,1.5673158921,-0.4135134866,0.1285977993,-0.3694593898,-0.2058556922
0.5013889299,0.0594424806,1.6047985726,0.1194726188,0.0810409774,-0.1651054484,2.7959536508,2.8090281122,2.4551740787,1.5419508856
-0.0735923820,0.4790513482,-0.2692084833,-0.2188592511,-0.7886267880,2.6380571573,-0.1706592941,0.3161111145,0.7363712858,-1.1723002359
-0.0004063140,-0.0756680959,0.1718634846,2.7199284904,-0.6712446770,-0.0239677471,-1.2086855384,0.5237304441,-0.0536425742,0.5845076376
0.6927779861,0.6194570105,-0.0720654337,0.5243266300,-0.5417916147,0.4568682928,2.3553262861,-0.0454394589,0.6528519125,0.7359500704
-0.0661625398,0.7195935024,1.4653924341,-0.0543378606,3.8128286766,0.5269887967,2.2155764984,-0.0190671386,0.0069557963,-1.2229893678
1.1591676892,0.2016702752,0.9449292254,-0.3875670509,-0.1389205169,3.2459473148,1.0948622445,2.5268631953,0.0266854199,-1.0850118050
0.4536231713,0.7913204194,1.4059496961,-0.0430977021,-0.9254412132,0.3426739242,0.0507495552,0.1174031939,2.1777073302,-0.5855870804
0.8999016008,1.3318270629,-0.0789932268,0.2510373542,-0.0525210911,1.0501249535,1.3028541233,0.4494549798,1.3006571545,2.6237739412
-0.1031038515,-0.8083043581,-0.5337002022,-0.3966256835,0.0512807023,-0.5315728847,0.0067239903,0.4522627471,-0.1363681444,-1.3912570546
0.5590655998,-1.2318148051,3.6059675537,0.3464954837,1.6506395918,0.0787516062,-0.7445298802,0.6101098332,0.0524307257,0.1779786629
-0.8704082201,0.0300839267,2.1014456608,0.4915591022,0.3801493119,-0.0970184870,2.1507276988,0.1744645478,-1.2510566807,-0.7026390008
-0.8324515983,0.1120112853,-0.7289739482,0.2444378427,2.6769142530,1.4502788990,3.2838717220,-0.0119583695,3.5930919211,4.5300263793
0.1036125634,0.0677191556,-1.2667842205,0.0067608445,-0.0394030718,0.2385088388,2.5884014561,0.0901757923,0.2473289434,0.6946812346
0.9477571760,-0.0142206568,0.0345879986,0.0077886107,1.9017230380,-0.4640283587,0.5990694895,2.3060654754,2.1107769015,-0.0805128727
0.0279301433,0.0024344878,0.3177216166,0.3446500726,1.3045180461,0.5482806164,0.3887852265,3.3030408787,0.0380463379,-0.1339954986
0.6228061137,0.2224573370,2.6272184814,-2.4859868992,0.2494603683,-0.7890854607,0.0661535945,0.0595434141,0.3258626877,-0.0266512015
-1.4363927161,0.3062208698,1.3090524723,-0.5782152120,0.0024407036,1.4291394063,0.0228397211,0.4075992022,0.0638876989,-0.1272511065
0.3987688877,0.0216642823,-0.0449811883,-0.0191615955,0.3243201659,-0.0756674918,-0.4346065032,-0.5606144237,-0.1394361235,-0.4669286444
1.5673494055,1.0244703814,-1.2514566031,0.3671154049,0.3772607812,0.0086402970,-1.7566899933,1.1998540886,0.3153721078,0.7138518132
0.0497948791,0.0964100118,-0.5112952991,-0.5204443511,3.5507119145,1.2540262248,-0.2428761818,0.7121069388,-0.4808974606,5.3589970245
1.6368298856,-0.6772276713,-0.0670750066,1.0304286220,8.2030758998,-0.0081056518,0.9380862130,-1.1482325125,1.0275693553,0.5139158967
0.3189667579,-0.4740070117,-0.0801557335,1.5423473284,-0.2664135709,0.9870132160,4.2214951880,1.6579146693,0.1551739852,-0.1899877229
0.5318919833,0.9152155462,-0.5904702523,0.4369066191,0.9207471295,0.1110199243,-0.3413144740,0.0359137064,1.8377952463,-0.7735819136
-0.0366558111,0.6514648683,0.1029526445,-0.5472841887,0.3227676908,-0.6983984181,0.0272330107,0.7625637430,-0.2298487041,0.2585963801
-0.6059722010,0.0353023255,-0.1073167636,0.7488829723,0.0624179531,0.0972952251,0.7213887264,0.3989578474,0.0719460505,-0.1104314317
0.3737293674,-0.0612099610,1.4606468740,-0.8126815716,0.4876741292,-0.6852533808,-0.7616233053,1.0707362437,0.7909680659,0.3293834100
-0.0268959112,0.0417465537,0.1322585823,2.6120410343,-1.7359838492,3.0358910078,0.4011797113,0.7842247502,-0.1882300148,1.4906586056
2.4281524237,0.4589122242,0.0017997811,-0.1512855781,2.7789565762,0.8735285711,0.4290042346,1.4936829187,0.0134551527,-0.1079903227
1.4556085692,-0.4513879483,0.3269923949,-0.2390456830,0.3115912383,3.5536988722,-0.0276228819,0.1000738711,3.3877088148,0.0187345085
-0.8797842365,0.4121589974,4.6424831799,-0.2398676321,0.6424083189,-0.0901688715,1.0765715373,0.0556534006,2.1401652174,0.0258832462
0.2080711426,-0.4135303431,0.1578639715,0.1034764591,0.3930867956,-0.1656855089,-0.8811424063,-0.1149294228,2.1112687044,-0.5216466185
1.7790563038,0.5964519064,0.0241124083,0.1905421297,0.6084982948,0.4297456666,6.7582025293,0.1979205518,2.5516258199,0.1601242845
0.2141449041,0.0106688790,0.6493388958,1.5326871877,4.8824217780,3.5424440173,0.6048715670,-0.1498629429,-0.2677280229,-1.0833810678
-1.5951325587,-0.2094961439,-0.0429925195,0.2212431316,-0.9953417457,1.1746382388,-0.2452154495,-0.0000781842,3.3294122272,0.1873984271
-0.0463141179,1.7932502063,-0.1052068852,-0.2884441479,-0.0237910179,0.7044235558,-0.5296505229,0.9085630843,-0.1825999942,0.2725421190
0.4481629121,0.1724056039,0.8374611537,0.8025522593,-0.2988005490,1.4002374342,0.3418736017,-0.0131759540,-0.9953409137,0.4889287488
0.4467818191,-0.1481362701,-0.3636976484,-0.0069066882,-0.4348199689,-1.5737480326,0.7518942882,0.4196021656,2.8680654843,0.0516439401
0.5611661946,-0.1470924965,-0.1680153003,0.4653427610,0.0834124594,0.1632660389,2.6260280650,-0.3929498199,-0.0593171388,2.8803648129
-0.0145301680,-0.4620314020,0.5533469715,-0.2255861613,-0.6612676412,-0.2412161436,0.9992964937,-0.1438622237,-0.3840180203,-0.0710976323
0.4391805099,0.8004918389,0.0427234014,5.5860850189,-0.0524007994,0.4070844804,-1.1590767445,1.0343902769,2.9834545049,0.0105884801
0.3114854512,-0.5011132543,0.2288860362,-0.7326219654,1.1155522669,-0.0708020649,1.0028928957,0.4360751513,0.1650936172,0.2737322609
2.1928558350,0.6162617979,0.7703882947,-0.1747803008,0.0125543033,0.6377951879,6.7946922463,-0.9779636015,-0.2381496998,-0.1180625762
0.2385228983,-1.4564480228,0.0559126669,0.0384243795,0.0072605511,-0.2402762025,0.4223449750,0.1074201943,-0.5510106192,0.6570222924
2.3377590765,1.5073346307,0.5536182311,0.6435002139,0.0501411978,0.5845102328,6.4637529306,-0.2053916204,4.0457571007,-0.1197624397
1.8695945056,0.0267864359,0.7885648013,-0.2211974842,0.5964937642,-0.8304774733,0.2238309210,-0.0824643324,-0.1192150329,-0.4459898347
-0.4418976085,0.8310103821,-0.1636328311,-0.3212079741,1.9098415827,0.0016165669,-0.0059126770,-0.0418053173,0.0273149091,5.0185314459
1.4716477757,-0.0416266206,-0.0612419833,0.1597253078,-0.0889980134,0.6446235869,1.0856830093,-0.0797158921,1.3507991157,-0.5380364816
0.0938709753,-0.7432115479,0.4753706668,-0.3416046692,2.4459100476,-0.1363088029,0.4636914304,0.0001001943,-0.0589881422,-0.8708496442
0.0906758412,-0.0620063897,0.5931979795,1.3234486131,0.8639992442,-0.2369620320,1.5486959548,-0.3450927305,0.6860906973,0.4810417478
0.0435065197,1.0117981449,-0.4528524932,0.0141650929,2.4689437177,0.2399638471,-1.0041013556,2.2261555894,0.7377236637,-0.0265983868
0.3702703014,3.0584206423,0.0278789269,-0.3235964848,-0.0486441659,-0.2363926943,0.1498404775,-0.9378836710,0.7653975337,-0.0203091479
1.5431323020,-1.0045763585,0.0024250024,0.0397652061,0.3766375333,-0.4781774753,-0.3576593882,0.4651398752,0.5064374357,-0.0025479544
-0.0648537933,1.9665837551,0.3214694922,-0.2427160454,-0.0512319503,0.4321183817,-0.5293703006,0.5147758539,0.1369596720,0.7552605863
-0.1573563506,-0.1265948658,0.5007118788,-0.2652866407,0.0155473784,-0.2062938937,-0.0459538667,-0.0228969492,-0.0442457964,6.7623630461
0.5437847781,0.5808145547,1.4375428286,0.0056616917,-0.7187004252,-1.3816957797,0.0387073698,-0.0712035217,0.8570216632,0.0201146619
0.9346706436,0.0619429570,-1.0979944733,1.3279260375,-0.0358518926,0.0276319905,0.1979981742,-0.0262740550,-0.6945373652,-0.9411440443
2.4643425563,1.4839614925,1.3309161580,-0.8586594568,0.2070650266,1.3848087550,0.2258201419,2.6631749491,0.9316567841,1.9797034653
0.5039319371,0.5580829954,-0.1759990758,2.8356908763,-0.0133678840,0.9342894075,0.5101815302,0.3067575379,1.1901568052,1.1010741308
0.0156450394,-0.1319338164,0.7015016456,0.7514657081,5.8944113107,-0.2732170203,-0.2150081213,-0.0053105312,-0.1621360128,2.4599230384
-0.1709802442,1.3138090251,0.0545425977,-0.6632008246,2.8646486550,0.3198502973,1.2163390387,1.9158759905,-0.3274575871,0.1133768140
0.5266203326,0.0404724296,-0.6609925079,0.3711809999,3.1659331951,1.3062908006,0.3861841711,1.2717828983,-0.7429766784,0.2607840826
-0.8157348966,-0.1201009807,4.0750440076,3.3047046893,-0.4161256777,0.6534431003,1.4277787318,4.2930240992,-0.7978611736,-0.0023962682
-0.3337069324,-0.5906077501,0.0096199850,-0.0164152435,-0.2502169240,-0.5346993730,0.1673274547,0.1552714230,0.1730923595,-0.0189362962
0.0292779249,-1.8630286738,1.1850375033,-0.1325703391,-0.2798901694,2.3235471672,3.8697169076,0.1357331310,-0.0576884272,-0.0099170346
0.0798093802,0.0685508654,-0.2775024906,-0.0001721312,0.0065855274,-0.0403460910,1.3416972515,-0.1589355263,1.7885121497,3.7219052336
0.1805752092,-0.2487482242,0.1333774053,0.1359358924,1.7826094319,1.1066200507,-0.0523633757,1.8491485340,-0.4483504238,2.5972987192
0.4995544448,1.9335803424,-0.1602162500,0.0648696703,-0.9457577413,3.8005779905,-2.4866141746,0.5852803476,-1.9159186677,1.8269879488
1.0178074920,-0.0001471434,-0.8700652683,-0.1084158337,2.2785599607,0.0764287257,0.3584289862,0.6180800162,0.5273690616,2.7326132972
-0.4859631872,-0.4411306076,0.0154996221,0.7541763839,0.1888977201,0.9101255492,0.6174061124,-0.1691200092,0.0018921528,4.6529774705
0.5313837609,1.5749563989,-0.1364440812,-0.0196418272,-0.5178553697,-0.9663008554,0.4835358367,1.0417025944,-0.8978736182,-1.1137010302
-0.0240622302,-1.4188234100,3.9614723496,0.0022376624,0.0024195607,0.1252740094,0.0026813706,1.7886226971,0.8249337822,-0.0993675643
0.3592563289,0.5876126617,-0.7513222279,0.6708686808,1.1035945661,-0.2419833441,-0.3217502075,-0.0994819373,-0.0094614094,5.7946720808
2.2908744049,-0.2006830235,0.4705190637,-1.2629433080,2.7920894303,1.0967306139,0.2948072775,2.2169191483,-0.0497465986,0.2804270321
2.0762822985,0.0305084681,-0.3386442698,1.8908275394,0.4827053077,0.2285166267,4.3664518515,0.0695891798,0.6871210221,4.2527520342
0.5057026729,0.1382716022,0.2003928509,0.4457393484,-0.0273090026,0.0301858430,-0.4628152354,0.5460905296,1.2159451265,0.0286947500
-0.1140383511,-0.0080084424,0.3584235442,-1.4812806820,-0.7846429120,0.2587799478,1.0175860878,-2.2912051284,0.3884676992,0.0416204031
-0.3527039728,0.6188639723,2.7312320866,-0.0081227101,2.2582389552,0.8420382215,-0.0053611286,0.0542714824,0.8232050012,-0.4321000128
0.5624282746,0.0738507290,0.0146784727,1.1635954413,0.1873255233,0.1041242442,0.0603776759,0.3253654970,-0.9462887989,1.5351090136
0.3333692955,1.0344648618,0.1989271008,0.2667637069,-0.6199076476,0.0371407162,3.2578158580,-0.1515277369,1.4373523236,0.3187937021
0.0882504485,0.0234503676,4.5813121914,0.8648326006,-0.4254973245,3.6715106290,0.8690809595,0.0602081551,-0.0308380278,1.4535408884
0.1248660016,0.1127588319,2.1967564705,2.2356893179,0.6185127679,1.9712532046,0.0179037280,0.3583116780,1.7948418191,0.5896911172
-0.0613149245,-0.4103882906,1.1367519797,0.2993945929,-0.2387809764,-0.1020041012,0.5280580610,-1.3011228144,-0.0065661186,0.0299679934
0.2129913865,-0.0102055310,1.6917817843,0.5724749476,1.5456439361,-0.9913405719,0.2029286469,0.5378794116,0.2520386896,-0.5945864547
0.1153216832,-0.6181478057,-0.1557879988,0.5964294694,4.1084148588,4.1626917452,-0.2811810670,0.3196735672,-0.6544226481,1.6624761479
1.2688708776,-0.0529342308,-0.9054862005,0.4563943190,2.0224709347,0.1246531130,0.0899020229,1.2029553389,-0.8646823375,0.7937778704
0.0725476278,0.1933116567,0.0076599656,2.5069230304,-0.0837554983,-0.3131396891,0.8912390732,0.0836895722,0.7952748789,-0.9312916313
-0.1889540709,0.0041525897,0.1376914810,1.7982498780,4.3805313904,1.1782720504,1.9134936058,-0.4160041342,0.0080387249,-1.6913617746
0.7154002871,-0.8468727749,-0.0491535849,-0.6075024133,-0.5857334402,-0.0162876405,0.1199894196,0.7016785547,0.0049793404,3.0530477559
0.3599767594,-0.5309407100,-0.4215091772,-0.0410427954,-0.0126334369,0.2580700941,0.7304411590,-0.1401413135,-0.0983070329,-0.4295272119
0.4495056186,-0.0523020610,0.0516415847,0.6544607340,-2.7170872635,1.3609273432,0.0039429611,-0.5193785268,0.1559571864,-0.0080883945
-0.5635774870,0.8128114191,0.1310189520,3.4342501483,-0.3151135136,-0.3428252089,0.5891223382,1.7362061447,0.0120428417,1.2350542784
0.0829812239,0.0746991336,-0.0665307447,1.1690760780,6.8215792189,0.0975129529,-0.0679435647,0.1897082291,1.4587343625,-0.2021686993
-0.5653248073,-0.0482398381,-0.0025370200,0.6215239741,-1.0160367768,0.8108614467,0.4445741620,0.1504490633,-0.1518669390,-0.6447618050
0.1145033653,3.8592037647,-0.5744822098,0.4375760608,0.1943771582,-0.3687597709,2.4675912603,0.6350730425,-0.0121036560,4.8528001158
-0.5698417767,-0.1069749378,3.1105108733,-1.7373441802,-0.0797963453,0.0521810451,0.7051338118,2.6933396185,-0.2201029454,0.2888732994
1.6082803776,1.2689830621,-0.5863822563,0.2713551138,0.1540067332,-0.0440938399,-0.0182189512,-0.9372049932,0.2559973488,2.9069462048
0.2798429118,0.6777079011,1.0520115154,-0.4136713474,0.5632487748,0.7068140703,2.2856885113,0.3279790679,-0.3469169791,1.4497984280
0.6499649871,2.3223070275,0.0971013769,-0.1274498463,0.3381894808,-0.3988980719,-0.1893282173,-0.4677200106,-0.6302220142,0.0228182179
0.8363261338,0.0199641154,0.5563764048,-0.1314886995,0.2607697284,-0.0585525466,0.2252205305,0.1577713833,-1.5292537737,0.6526965401
-0.1184577054,3.8747013959,-0.5127982143,0.0204596361,-0.0237626138,0.1777983311,0.5160923518,1.2940225646,5.2079741897,0.4962649077
0.5311317900,2.0516328405,-1.0897884105,0.2762751969,4.5257456640,-0.2375296177,0.0772835984,0.5980772050,1.6103602171,4.5979192139
-0.4748878452,0.0666651465,0.8245116999,-0.0775521203,0.0579418942,0.5546743822,0.1056030459,3.4820805545,1.9329346496,0.0720986086
-0.1665323564,0.7516778991,0.7735747144,0.1003273785,0.4772163424,-0.8524915180,0.6817673238,-0.6535369818,0.3454983494,1.5783737378
-0.1256301999,1.2430937103,0.3683582536,-0.2830978782,1.1906927142,-0.3537235137,-0.1032534530,-0.3650022334,-0.1371962037,0.2095670966
0.1544364788,-0.3665925553,-0.1119793586,-0.1160002957,-0.9943320770,0.0494357241,1.2407418540,2.0806560285,0.2475347549,0.9103531928
-0.5933401058,-1.1034501159,3.3424551211,0.1780040584,0.0231043926,4.5722364804,0.1132133129,0.2192043485,1.9145107003,-0.1320220285
-1.2680570549,-0.8111997730,0.5060321164,0.1042643757,0.7070340319,1.5115572048,-0.0028833566,0.2736716150,1.2988601916,0.9853454098
0.1722923354,0.4773017821,2.3883665176,1.4686131408,0.1255128939,0.6241443978,-0.0097268267,-0.0004168402,-1.8123336160,0.1940724709
-0.3057810289,0.6224714360,0.0131512709,-1.8694552962,0.6479721476,0.3318048542,0.4604634387,-0.3499874466,0.4579963108,0.0416243763
0.4815020309,0.0119127091,0.0621113343,0.1094215015,-0.1640710910,0.5540663786,-1.9551578519,-0.9819860445,1.1776928697,0.4234287109
-0.0690733148,-0.3137314865,-0.6456509531,0.0982584394,0.8354000848,-2.7665033368,0.8153332189,0.6199035825,0.8628225245,2.9776121802
0.0409318018,0.7451331718,1.6113203714,0.7152062049,0.0547462294,-0.0058306560,6.2153038785,0.4052608065,0.9059242178,-0.4120435315
-0.2692610946,-0.0923131369,0.0196873217,-0.3879339096,1.0953205745,-1.2610946048,0.1017485355,0.4920038424,-0.1907994256,2.0884399033
-0.0139572304,0.0151400144,0.2635081167,-0.0372442830,-0.0488476384,0.3249125622,0.0001598473,-0.1484933892,-0.0940820248,0.4205273123
0.0710988890,0.8238171630,0.6557852234,0.4083129660,0.2481972345,1.2112205181,-0.3218551011,0.9559043873,1.8847396522,2.2027093493
0.8092954510,1.0034009138,-0.0157226893,-0.1155726271,0.2183232943,1.1612958758,-0.0547935921,-0.1216912801,0.5129787252,-0.6105021417
3.4223009384,2.8184287445,-0.6823695427,1.4880645186,-0.2691756068,-0.3464979015,-0.2211937057,3.8257891809,0.0180089865,-0.0639065117
0.1008074695,0.0469444872,-0.1263956432,0.9295531377,0.0100303964,0.2744563976,0.0688161224,3.9750851579,-0.7105420250,1.1812553269
0.0260205488,0.4226813830,0.1673184667,0.4099060121,0.0321459617,-0.7462553851,0.7242804411,4.4059045634,0.3303083574,-0.2794486329
0.2984302525,0.2005973875,-0.5154113100,0.7244498265,-1.9392442239,-0.1934044602,2.7404531461,0.6141904986,-1.0346376824,1.0841003316
0.5288353033,0.0341875437,-1.2745032181,0.7607841403,-0.1279764919,-0.0091543151,0.3101953377,0.9618387307,0.3304811278,0.2425618416
0.6119377019,3.7934541206,0.3303948581,0.0105057593,0.0688799517,0.0522533046,0.0070576647,0.1329875507,0.4645271408,-1.5613748340
-0.0316737824,-0.1251418657,0.0883966439,0.1352532478,0.0818576415,3.6481789643,1.3630755949,-0.4898522161,0.2237485324,0.0552098706
-0.5199878039,0.1143885321,-0.0192329865,-0.0320231326,1.0089035720,-0.5777956329,-0.1567589470,-0.1996580458,-0.0181139135,-2.8161512048
0.0195766424,0.5212147908,-0.0676710796,1.1797504537,0.8346101442,0.2059543539,-0.0750501801,0.3733418705,0.2492589735,-0.5696363191
-0.1416009818,-0.2233979449,-0.0365377061,0.5536297194,1.0587053897,-0.9781079463,-0.8950994742,0.9125008458,0.3958633012,1.7289289763
3.2960548618,-0.0000315214,0.6593780833,-0.9402107023,-0.5950460011,0.5533407109,0.0423916675,-0.0901814931,-0.0856826447,-0.3665769993
0.3194108172,-0.0278072620,0.5904432316,0.1411771523,0.2971674493,0.9376960680,0.2627770841,-0.0885864143,0.0008954681,-0.3471398998
-0.7044149181,-0.0121283211,0.1244973048,0.0641381970,0.1541802096,-1.7005014035,-2.1134785867,-0.0760530085,-0.8490385132,1.9555547019
0.2586708527,1.6506421397,-0.4996771755,0.2382497814,0.0023383915,0.1661482882,0.1526260928,0.2951974165,-0.5225561216,0.1837292306
-0.0610391241,1.6176663092,-0.2870691308,-0.0359390153,-0.5911814582,1.1196922332,-0.0291750754,0.0805719427,5.0162573131,0.7058520045
-0.1886119115,0.1398014340,1.6458848480,-0.0287798111,0.2889182873,3.9049409293,0.1947716656,0.5736593771,1.7154251000,0.9678433902
0.5886661153,0.3610234868,1.0069954049,0.2786247082,1.8805515222,0.9922340490,1.3067295079,0.4002747061,0.8918153660,2.8892114524
0.3336389915,1.0710698913,-0.2297504063,0.4251911524,0.1101813548,-0.4543861623,1.8759639270,-0.1860896325,-0.0998000297,-0.7860287660
-1.4952593629,-0.3283791872,-0.0661538742,-1.5939150389,0.5774335353,-2.1679313211,0.0068030264,-0.0605222601,0.4953500195,1.3035385021
-0.1923609774,0.9158537022,0.4813256805,0.3597122484,0.7897470163,0.2274480503,-0.1167694559,-0.0630489973,-0.0612548999,1.4481979146
-0.1837431094,0.1104861863,-0.0025711577,0.4526655935,2.9633302731,1.0408991632,0.3995469869,0.7352196615,0.4615704709,4.6286382663
-0.4719719772,-0.1775985927,-1.5173243899,-0.2647939408,-0.0947525161,0.1956473171,1.4854435468,-0.0414978329,5.5262035164,0.2269495898
0.2621145142,-0.2956933072,-0.0353220987,1.2917635326,1.2431896271,-0.0450223341,0.0078720657,0.0168347175,0.7849512526,0.0678773254
-0.0551733047,0.9571293872,-0.0060615280,0.2475366677,-0.0245411931,0.1148151480,5.0919757924,-0.2842771296,1.2005693321,2.0743347451
1.3551052647,0.0003614166,-0.0640083756,4.8144093676,0.1151102077,0.6327139296,0.9134267923,0.0369076751,0.7409805415,-0.7296223150
-0.4651988287,1.1089982129,0.8442996264,-0.1906440189,0.0840916492,-0.0090346417,1.4165676038,-0.2753268538,-0.1967081392,1.1667585986
-0.0074645527,-0.0185400259,-1.2952647665,0.4721931393,0.0660563283,-0.1157931286,0.3720983911,0.0052414982,0.3356315762,0.4148761566
0.3435452347,0.9719693474,1.0213468352,5.4421146741,0.0566700396,-0.3712478371,-0.1080643087,-0.0991090559,0.9756136700,0.5883122994
-0.5979476933,-1.6918499551,0.6901198444,-0.2009560927,0.3384238977,0.6143698143,-0.1445381344,-0.0134309000,1.1640830099,0.8120264833
0.1122454784,-0.6079696841,7.4655808210,-0.6329041658,0.2197682158,0.4716328468,0.7957095443,0.0961073072,-0.0879001575,-0.2263597975
0.1728538743,-0.4696869131,0.1214248837,-0.1640920958,1.9270331752,1.8199963583,0.1324544391,1.7046496491,-0.0229399586,3.6529219882
-0.0617609639,-0.2464004411,0.4888777553,-0.2242654450,-0.3846941233,1.4762942092,0.2161370521,0.7992260500,0.3536724270,0.1038697453
0.0614673137,-0.1768494956,0.0014118833,1.3414539265,0.3730233438,0.0044335847,-0.3508495164,0.1829680947,0.6345066642,0.1717947110
-0.6025572988,-0.2990817942,0.1665191397,-0.0965725939,1.3398515058,0.7889081221,0.0864323019,3.0863498789,0.1772716403,-0.1094063004
-0.0039054387,0.2150946739,0.5068102170,-0.0309233571,3.5571295170,0.0290045627,0.1065356044,-0.0623788536,-0.5677350154,0.0152331397
0.0323988522,-0.2028027828,-0.7392529550,0.2432707874,-0.1625181923,1.1013576119,0.1176858835,-0.4845773318,0.4879086656,0.7331683981
-0.4802036954,0.0266925683,-0.0264586731,0.5509660841,0.0955520795,1.5459879089,1.6152814912,-0.0773968295,-0.2457702702,1.3662044002
-0.0081760499,0.8895826965,3.2414254680,2.5939828820,-0.2083866466,0.7505473548,2.7547931326,0.7021220858,-0.2944068666,-0.1094383091
-0.0684803544,-1.1891111135,0.8601197388,0.8105257406,1.0941370124,1.0484970326,-0.9999684257,0.1608639437,0.8421090132,-0.0242228981
-0.0796947271,0.0246018990,-0.3803251148,-0.3718409227,0.7494994245,1.0114901461,-0.2185255766,3.1563361309,1.0325187843,0.6740866591
0.1855831198,-0.3246996949,-0.3288391369,-0.4042922671,0.1563599281,1.7657579680,-0.5084474799,0.0732016362,-0.1262969773,0.3585099964
0.0470490616,3.1183468180,0.1671617703,-0.0725160907,-1.6538138592,0.5871507400,0.3342755837,2.6745728130,0.0186903303,-0.0836897677
0.8761914028,-0.0191141137,0.7269575471,1.2643105966,-0.1650540857,1.2583768209,0.5485592200,0.9791985190,1.2643859950,4.5094668361
0.4276883057,0.9670292524,0.0138258976,4.0401727496,0.8078529173,0.9353545958,-0.5284826673,-0.2623626148,0.8521259674,0.0610005528
-0.1694778500,-0.2377176602,0.2427045554,0.1845045457,1.4260996342,0.0219819731,0.3990883340,-0.1875996200,-0.2230229067,-0.8890524030
1.0072161544,1.9324911826,0.4084162860,-0.4139709112,0.5150521501,0.0733378455,-0.0848096869,2.9782164316,-0.3147556086,1.9243056619
