sigma_T5,sigma_T10,sigma_T15,sigma_T20,sigma_T25,sigma_T30,sigma_T35,sigma_T40,sigma_T45,sigma_T50
0.4508758426,1.8815040397,0.5860960920,-0.1812165546,4.7672275658,3.3282861828,3.3128182317,3.3593811625,-1.8226517442,4.7346329191
3.5544199010,1.0735252658,6.6756660489,-0.8859041591,0.4589455115,3.0029084842,0.5737605358,7.3822024459,0.1776471519,4.4692672131
0.3819416798,1.1058684121,3.5340459949,1.1835203588,-0.2056955902,2.0773070811,2.7892340467,4.5916578662,-3.7159078271,1.2332606756
-1.1335721452,0.2904049400,2.4524960194,1.4709893818,-2.0746090247,1.2988241802,-0.6886510802,-2.1773635110,-1.5899992863,2.4993776246
0.3869720935,3.4497676650,1.4293267003,2.0134173133,2.6376301558,1.0567886768,2.0307532555,7.2000931219,1.5843254721,2.2922067355
-0.0620269599,0.5439286396,0.1754629873,-0.6271745025,-0.2034352378,-0.7638281114,7.8643040935,4.3376210669,-1.7945775998,5.2505828273
0.8779067927,0.3305138445,2.9264190359,1.9189960935,1.0116172487,2.6506377547,2.3150443268,2.0415811599,1.7312715212,9.3257988311
-0.4989229985,0.2013719904,-0.5428690869,-0.2380185294,3.7252655627,-0.5643676226,5.3646377977,3.4820724322,6.3188157907,14.0714914980
0.1270868579,-0.3892477465,-0.7023361834,1.1873864696,5.2370541580,3.5494465745,3.7877166470,-0.3831529903,2.2980250902,7.8047097283
0.4952632258,-0.1558496448,-0.2137208177,3.2405263194,4.3911625992,-0.2083776828,-2.1585780352,5.5012832889,0.1916911041,2.3165726771
0.5056697615,1.1743833476,1.2919326996,1.9634347462,4.7237084831,1.2272747355,3.0842748439,1.0540557543,3.1032875809,6.1658764952
0.0312648705,-1.4294813191,1.9429058006,3.7990510840,1.3681757239,2.7972069106,8.5543215636,1.7402634894,3.1088956229,7.5360757168
0.2601267670,0.6084585114,3.8866509001,1.2154251403,2.6400028571,3.9519131627,10.3988180716,1.4952200960,-0.4482271004,5.8626805050
1.5057413023,1.1698450155,-1.0546249718,0.2311246416,2.1007629266,2.3407589970,8.1388607413,2.3321150314,3.5438624815,-1.9548843760
2.8772379177,1.4963220678,0.0831283157,1.7228365640,0.3219352035,4.3960604437,7.5491128408,-0.1068481055,1.4121746180,4.8061445680
0.9032328447,0.6754603614,-1.2640173382,0.9464439190,7.3489635227,1.9819941978,-0.7981321986,4.4156318900,3.9541901085,4.0432059017
0.2441767270,-0.6799578747,-1.9137453106,2.9468951345,5.8481431408,1.3925720968,7.2412649609,1.7066216686,1.0356677020,-0.2961396730
-2.1555246277,1.7382893535,-0.8034714650,1.5000666499,-0.8496230254,2.6790213031,1.1261892809,0.7991552821,7.4243837389,4.4642839416
0.5209711933,1.6474549728,1.9558582531,1.4526970606,1.1160954421,3.2566817310,-0.8468122277,-0.0510504308,0.9680991817,3.1556161386
0.3404986832,-0.2573506059,0.0592571404,-1.2018926870,1.5246974316,0.5556327523,2.4336106335,5.8879367428,3.4782614058,3.0091774564
1.4124537361,1.7811455793,0.9692684844,1.8212336328,1.4158757629,1.5070539150,4.4434575638,5.6593026805,6.0753721787,-1.9012427666
-0.4925530277,2.2287208255,0.8398811773,0.6144418503,7.2187276802,5.3510846884,3.6155966363,3.2796733763,-1.5159283094,2.6613781141
1.3493307852,0.8764940979,2.4823080208,3.0121351311,-0.2432191107,1.4802760969,2.5906727462,3.5279498403,6.1567928960,7.0368092751
-0.5722983433,0.2471586179,3.0708640309,-2.9155022314,4.1161404542,4.1657081031,6.5703925871,-1.1013640256,3.3553121172,1.9708651395
0.5353452354,1.9241066316,-0.4120251313,1.6627266630,3.4912212818,3.0012875955,-0.3966756271,-0.2931200978,3.1244114157,3.1967418006
-2.3488452897,-0.2327705884,-0.0624574008,-0.0086191394,2.3506018398,0.8907528501,4.0265642636,2.6797089791,6.8229586233,5.2329665858
-0.0745350010,0.1383828651,1.7141274062,-0.4210493656,3.2234244008,-0.3480467995,2.9080886589,0.7644715473,1.4987823349,2.5350498372
1.4191079544,1.0661600936,1.8935847688,3.5097795829,1.1979118664,2.5409087323,-0.9613005566,2.1150153616,2.1505626866,2.5783492005
0.7338132138,1.6030985226,-0.7665389484,1.4692599316,2.2048830508,1.0593597875,-0.5957667957,2.1109402710,2.4271647167,3.6676107452
0.2257932913,2.0496408593,2.6029314257,1.5788170019,-1.1381535370,0.4174419542,3.4579811141,-0.1522630942,0.3690184742,4.8798058257
0.4639705943,-0.0920489066,0.2534730834,-1.7765026151,1.9306183573,2.9805415883,2.1665814317,3.7284126032,3.5173706781,5.7035319543
-0.3814521330,0.2593572559,2.3678233129,0.2506281748,2.3064122322,0.4314086970,4.8196308974,2.7249273978,4.8027657921,0.2581775203
0.3667530389,-0.0875567649,1.3301822679,-5.6712324309,4.0351498992,2.0861094357,5.0654181453,3.8222545493,7.5174966299,7.0344140152
-0.0241544100,0.9160536247,-1.2225748989,0.0881570498,3.8366480034,3.9877467957,2.6084925923,1.5097889084,2.6786776273,3.6424421070
0.2454688131,3.3237132364,2.2275145071,2.4504653874,3.6721570022,0.2943730441,-0.7731263266,2.7349013090,4.1044084062,3.2395713631
1.7593770954,0.1162437490,0.3595035424,2.2456873427,-0.4633184751,2.1307657331,0.5187928009,1.6766916241,5.2316601404,0.7167135209
0.0133274336,3.5678549278,1.1063498335,1.5803258426,0.6180860038,-0.1127589422,3.1305873724,0.5846486852,8.4951398178,1.9338463337
1.5375433714,0.1334184672,-0.4367546052,0.1142623503,0.5098169779,0.7279023768,3.0235799183,2.2085639531,2.4226951613,0.6131792184
-0.7840659817,0.5673881741,0.4602301094,6.5515474677,0.2247485857,1.4943959080,-2.1817654616,7.6763809860,3.7606341825,0.9211646542
-0.6245689423,0.4531741642,-1.9567117807,1.8793495033,3.1784715181,2.1214371626,4.5336320530,3.3341534583,2.2858226119,-1.1111006650
0.0400650529,2.0052423784,-0.1538474478,-0.6318475299,2.0937356701,4.6607293417,4.0756032952,6.3212802779,2.8175137476,2.6584592444
0.3387895540,2.2769397383,0.9709767200,5.9813318625,4.2609273019,-0.7285993178,-3.0389930733,1.1077008033,3.3882330036,-1.8800880362
0.2255947869,1.4641789692,0.6734967522,3.2709729346,0.7537613322,0.4986997431,1.9551660087,-0.9216420689,3.9456958723,-1.6152770659
0.2893273588,-0.1343052276,-0.1852110475,1.7976959811,2.2611438652,5.3108176839,1.0512553078,-0.5065701442,1.1334649242,3.5576600912
-0.5359363463,0.3077484213,1.6055534474,0.3557709211,1.8014288948,5.2666120288,4.7179902866,1.1605073882,2.8987176864,3.9125130398
-1.0807622962,-0.1804269003,-1.7048166160,0.2501408407,-0.2573445934,2.4613777374,2.4848475016,2.3099171712,0.2025132219,1.4009284278
3.6120833855,-1.2050368832,-0.0266566201,1.8988075455,-0.4842357400,3.6458964194,4.8692416297,6.7505355641,6.6052164281,3.9216492907
-0.1123257548,4.7359568497,1.8045961525,6.0005537255,0.9832462685,-0.5093459010,6.6375929991,3.3179238324,1.3237487938,2.0915335336
-0.8779343116,1.0962900293,1.9592813547,0.6652353675,4.5077237493,0.6506198343,1.8322458270,-0.3378453999,0.7397499856,5.9194871996
0.4306437084,-0.3420473350,-0.2059871905,2.8405299487,-0.1582709887,4.7432492834,2.6021247675,2.5399528538,5.9931716576,-0.0424393956
-0.7836238179,1.4669089939,1.9876112545,0.3139954756,-0.9111548687,0.2345800655,7.6978115009,6.1059913279,5.7611627783,1.8175264837
0.0925269014,0.7275304745,-1.0972138056,0.9592854702,2.2801779374,2.9772563538,2.1932557248,2.1045620402,3.2474104032,2.1084607297
-0.3418128779,-0.8251486514,-0.2398159424,1.3369134541,0.3499197063,4.8966453661,2.2145954308,1.7545307482,1.4452762685,3.9871138535
0.4822310742,1.1215279624,0.4204447270,0.6797190356,3.7333651063,2.3850493700,5.4713921008,2.1785439474,4.7427019166,5.9224265176
2.9296478466,-0.2252588626,1.3378900655,0.1205170097,1.8737186883,2.1302725385,0.3236379736,7.5755060979,5.1539757211,4.6637146967
0.1452434297,-0.7459074769,0.4480591279,3.8985993351,4.6846840182,2.9110553850,0.4536720807,7.6025190662,5.7658701492,3.8309214016
2.6718571022,0.8923448605,0.1949171167,1.2894278870,3.0893088759,1.0582264126,-1.3145173044,6.8817159918,-2.1723749693,3.4375715357
-0.0661655595,0.0093978383,1.2626310112,-0.4416576747,1.9227943539,3.1085648277,-0.2357640945,3.3328016597,8.7692048625,2.7494542540
0.0116483701,1.1701244832,2.2270693258,3.3647903365,-0.5924326717,5.5769441509,2.9836431216,2.8775906277,1.5800530676,4.0598858160
-1.2687168339,-0.2821350551,2.4503437452,2.1070946100,7.1290389229,1.9232686175,1.8525115634,-0.0678748467,1.5038788108,4.0689666467
-0.5946456934,0.2773411268,0.4348814903,1.3513993119,1.2366971347,4.4308576213,-2.0170759161,0.6689398324,6.6213354999,2.2383523072
-0.2852574047,-0.0721544099,0.4889506928,0.4145828864,-2.0687788233,1.7609295973,0.1709325927,0.4889714430,3.0432159531,1.2532569640
0.0718608563,4.6746245495,2.0888934087,0.3707529124,0.8168920892,1.4967712461,4.7345636777,-1.6670043214,6.6963737960,-0.2247346071
2.0286259984,3.9770933172,2.9808643078,2.3592935128,0.8836937353,-0.8190357862,1.4770088456,5.3455410442,-1.3096506519,4.0876862730
-0.2500238828,2.5359366893,2.6653340510,-0.1205029049,3.9717260813,3.6658675337,1.6302577256,0.1298875823,1.1002410914,4.0246482343
1.2393351079,-1.4380005029,-0.4189042923,1.8774544938,2.7769210420,2.3811323445,2.5132587114,1.8248581090,-2.6368531693,2.8255032382
0.8372030058,1.1906040145,2.7056461017,3.1166578888,1.5362980480,5.3874825383,1.9484144779,5.2907591741,6.7687347700,0.2834652912
0.0073324274,-0.9517143791,1.2595518205,0.5367011683,3.9625545268,1.4182118937,2.2654156282,5.2055642005,2.6591129100,4.4391077039
0.6700952712,3.4265114097,-1.5992382960,1.3277965213,2.8628766594,0.5531032056,6.2293568776,4.5619413139,1.2922304921,3.6293524752
0.0774059605,0.8437371923,0.2707500559,1.6232014391,5.2792098077,2.5519898314,1.6351400971,5.9805760898,4.5999610738,3.9742945978
-1.1675682571,-0.3879145553,2.4066825937,5.5903278980,2.7172294949,2.0559314507,-0.1704150935,3.4355567237,2.6097723781,-2.7617683773
0.0518944412,0.4120098400,0.2547610750,3.2651221726,0.8555428760,1.0232763866,5.9901500426,2.1227267713,0.0407451655,4.4470543176
0.3926849134,-1.2387223972,1.6143881377,-0.9351588919,2.9095853027,2.4817826262,4.2927340720,2.6502513159,3.9904724920,3.2608447025
-0.1109311516,2.8333023394,-0.0269912001,3.0271259586,2.9818523284,2.6324816444,5.6717157114,2.0529843361,2.6547179336,8.2523448654
0.5432241909,0.2331280735,2.5569822636,3.2911105149,-0.1177325279,0.4527482247,-0.1282031908,4.1071594801,5.0841247081,0.2858102014
-0.2010660516,0.6786068336,0.5413228196,0.1955954327,2.0039997551,1.5147783860,7.5097423943,2.6078884186,5.2083628444,5.0104004427
1.0015529396,0.8592327104,0.9212930735,2.3670178055,0.0716315104,3.7160686836,1.5655105760,2.4057024322,0.8290826869,1.4173778526
2.8448908018,3.0188742123,0.4314543754,0.6265486384,-0.0341037496,1.2385537307,-1.1297797574,5.6518740980,4.3782050195,4.2602503425
0.0104219343,0.4105826732,-0.3382211376,0.0235457244,-0.7255370881,-0.2956713604,9.0583615167,1.4570530983,1.0867385707,1.5517148099
-0.3257718947,-0.6109174020,-1.0673962057,0.6455765125,4.7609079957,-1.8814950340,5.8732117268,2.5201571676,5.2655883510,-0.8938408557
-0.3179538464,-0.8276968426,2.3458154936,1.3453991433,1.4065686756,2.5716152628,4.9744719656,0.7325328584,2.2236633264,2.3168424015
-0.2084755913,1.0262670358,1.9753424833,-1.2455928529,3.3887362723,3.6667591964,2.7113063796,-0.9805639439,5.6946154805,2.4264840456
-0.4499647812,-0.0461583159,1.6768886909,2.3473379640,-0.1115357428,2.8001187766,0.2600465102,2.1919226608,3.8437408081,2.1749373269
-0.6040962774,3.7452146261,-1.5521968748,2.6698530696,5.6004690948,7.2395716062,6.4426583715,7.3364116205,4.0731041707,2.6816686317
0.1359359164,1.5696920878,0.4993093639,2.1079801428,4.3026609395,7.1622924265,4.3744933708,5.1035097226,1.4664442678,4.9222338077
0.7716378169,0.9045832385,1.2807679212,1.8362789498,3.6905527163,1.5141021738,1.9904221383,4.5180948740,-0.0696311856,6.1769026993
0.3688826497,2.5348594093,1.2833832466,-1.7905188735,1.2049653415,3.8692708544,0.7303637994,3.2211869765,0.4207261648,1.6301958680
-0.5339840423,0.4029332911,0.9317667281,2.2382391761,0.2391766793,8.3306261590,7.7972852857,3.5727474419,1.4562542794,8.7905305419
-0.1969617407,1.7408570420,1.2155387329,0.0332735753,-0.0606683726,3.4141750523,2.2135847085,4.1118127599,6.8764821307,2.2988289351
-1.2930010398,0.0624933139,2.9566126955,2.4454632451,-0.7540187670,4.9535443985,1.9854385697,-0.3299865405,5.4834256817,3.7291401322
0.1868580939,0.2528470959,1.1806819502,0.7240189203,2.6168989106,0.8211791806,1.1358090511,2.0701989108,1.5255950237,5.1446756985
0.3756889440,0.0910321911,1.7208761340,-0.8289096319,3.9517610881,2.6190605265,3.5895190737,1.0112162141,1.6112893519,4.3183132883
0.4911290665,-0.0790864550,0.9770387837,0.1310677146,-2.8414828854,-2.5298855066,-4.6193836021,0.3642439381,2.9392924449,3.8491280261
0.9085847577,0.9844266298,0.5863867338,1.7645790766,1.4867891639,5.0839760572,2.2158205903,-2.0602613208,8.7902091734,-0.0642649334
0.0833383773,2.6162371211,1.2382376417,3.0535078656,3.6484355663,-2.3979409338,2.2905662646,5.4084913028,0.7871261727,2.4086091725
0.1430709859,-0.2285263457,1.0968571491,-1.3804008507,-3.2952217429,1.2106963481,-1.2882467104,3.9078719239,2.2030904140,5.3924101703
0.8430635276,-0.8009090874,1.2986805427,2.5894886877,1.1268979681,1.6553231713,1.7196621599,3.0063729998,2.4976993321,1.7779350780
1.6917307703,0.2321408175,-0.1262782259,3.3920115809,-1.5070939720,4.8488359809,-2.8614622566,3.7952499945,6.9553738367,6.2964710073
0.1440803829,-0.1477721326,1.8233923110,0.7395786751,1.6213267172,3.4349338257,-3.0359879216,3.3266282469,5.5706723879,-0.1433096320
0.3145050126,-1.7234984913,2.7241106524,-0.2325277314,-0.5329836322,4.1985193475,0.9503216332,1.2417530570,1.7012750312,4.0167429955
-1.0579986879,-0.5760560704,-1.7790510191,-0.2996675831,-0.3815025067,6.3782082658,1.6834554261,0.7291748166,1.8540406117,3.1879297285
1.2302740290,-0.5071675524,0.8342406432,3.3496371803,0.8722918048,1.9143817162,6.3134442620,1.7196713389,3.2633533882,10.5806030613
-0.0420575680,-0.6190599148,2.8973280692,0.3459529055,-0.2700739075,2.1599626459,1.9305388346,10.9595640357,4.2544527815,0.4236996286
1.0718334871,0.5469667394,-0.7606245754,0.9498329258,1.9595338041,-0.2619160733,0.4343982829,-1.1318005364,0.5743891222,3.0741721905
-0.7973847496,0.2357545502,0.0637668717,-2.3110295785,-0.0740739887,0.7081579085,7.7452503416,0.7129979470,6.0880764359,2.1734356136
0.6340319978,-0.0668076874,0.6876961806,6.9754913833,2.5470898117,2.9935381804,2.2246417169,3.0527303269,6.7199464020,6.3894466187
1.9528631705,0.4043569128,-1.4559110087,-2.5018452844,1.7582709491,5.0600641299,3.3556859536,3.9259061016,1.9393369914,2.2714489255
0.3112195417,2.7514203262,0.1542753345,3.6632514996,3.5893294078,0.3318377208,0.0476651062,0.7237204344,3.1771228030,2.3135280267
2.2721924683,2.2593126152,0.6091895512,0.3365492845,7.3282986370,-2.2267817149,-0.6468001956,1.7201470094,-0.3007222640,2.4780535804
2.4777128346,-0.3881335707,3.0138443042,1.8828561993,2.6587453429,4.1987078131,3.4674015054,1.4420310556,3.8313966627,3.3885298340
1.2668887790,3.4164299416,0.0992585103,0.1639633945,0.9381320344,-1.2592551826,-1.6221928494,1.9475728061,0.8520255477,3.5979252645
0.5681974055,-1.0055212839,1.3069711689,0.7851051043,0.0424057752,1.3200242633,0.7452938160,3.8490524481,6.7595883270,-1.2133855555
0.0435712785,1.7679472734,0.4981007560,2.2986482455,7.8937033336,2.3123116204,2.6136913099,5.6872584737,0.1287107656,4.7649120231
0.9606506271,3.9912687492,3.7886179775,0.0843595271,2.2893566434,0.8046674983,-0.6362744498,1.5802266596,1.4759708590,2.8708083184
-0.0322972538,2.6993667515,0.6710942380,0.6495151111,1.4178318347,0.1728839701,2.8102052346,4.3229151182,0.7899671245,2.2288842819
0.1885995426,5.5832808431,-0.0828311084,0.8517336141,0.4944678727,0.9851999831,2.3958304581,2.4134764280,5.2626368464,-2.2158007841
0.6422707104,0.0083073668,1.4196248564,-0.3585072380,4.0709899242,2.6441266562,3.9622287407,4.1285367521,2.0696244568,1.8115261508
0.2987673459,0.1360618959,-1.0435260212,3.3914072110,0.9757156213,1.9825449853,3.1527854436,7.6342970106,1.1334673534,-1.1845562493
2.0313034665,-0.0339563310,3.7515217866,-0.3270674201,4.6339767453,2.1182293824,-2.5793237351,0.6055034853,-0.1503288405,5.9601018458
-0.1883612301,1.8622619723,1.0830809873,0.1523768387,2.9326116966,1.6693255703,0.8026356992,-1.4415195076,6.1532519184,-0.7952509874
1.5284924197,-0.5548770230,1.2288571880,3.1561170998,-0.4549480518,0.7100274830,4.9471569602,6.0785234721,4.6737661725,11.2022219236
0.2255290553,1.9422499873,0.9007244006,2.2524141489,0.9400656164,-0.4992960599,2.8571219441,1.7932321915,0.1567867802,0.9635947905
-0.0820990912,-0.1441363229,3.4857939242,0.3112769728,-0.4390668604,1.4147124645,-0.6773256716,3.3576320225,-1.8969079852,3.4598075964
0.7285750519,2.9030723784,1.7998691036,0.7710184941,1.1058529176,0.2255644156,6.2192797259,13.2300535993,7.4761480178,3.5985006875
-0.5756782834,-0.6576963814,0.7137499115,3.2948277691,-0.1314970748,2.0906012562,3.7921556962,-0.1515044750,0.3288926398,2.2152425604
-0.0199052202,0.3424814762,0.5699886237,1.8132015231,-1.9731671722,0.9177778877,3.9942396129,3.9824571313,0.0174171663,4.7718762300
0.5458671849,-0.6646199638,-1.6653264062,-1.4167845028,1.9041157630,-1.6091603866,1.0180126202,-0.1384924635,3.9463897659,4.7265014791
-0.2040083173,0.5501092752,-1.3833016458,1.3957361144,1.1626343492,1.4941634589,3.1124730345,3.6116981149,-1.7603423081,1.9945540267
0.5514673931,-1.6496202883,1.4423623620,0.7764363365,-1.5836735095,-0.6039706233,5.3911720844,5.2053941206,4.0048842828,4.4056376982
-0.2945351393,-0.8522672357,0.2705926932,2.3040946989,0.2883935361,3.4110515306,4.5058282736,5.3857631646,4.1376022947,5.1255607643
0.6871130065,0.3398135890,1.1797046968,0.1750866148,-2.4429256184,0.3126093228,5.7788143466,2.6451313731,4.8995117695,2.0130174261
-0.5726037552,-0.6344946768,0.4808958611,2.1465167412,3.1995324459,1.2236007887,4.5638053312,4.7860756144,4.8477693583,-0.3693688451
0.4885266809,2.0463188567,1.5291826763,-0.1241536576,-0.1918086511,-0.0349319055,4.0656552240,1.5374681250,-0.5283424407,7.7275957658
0.1450092556,-0.0784771955,0.5604304032,1.6266080561,2.1151383583,-0.1926307563,1.7280460566,-0.7879147357,1.9433432539,1.7716081549
-0.1455126362,1.7680846183,-0.1593626927,0.0548179866,3.5700429632,-0.1112224125,2.6026900677,1.1794003317,-1.2963487397,9.6446048480
0.4586567850,3.9146449152,1.4698654988,-0.5984275363,2.5010785069,3.6383343545,8.4026251991,2.7000662007,1.8609277265,0.4428871441
1.0490142380,0.0704989984,5.3952797903,0.4747232070,-1.1632587516,0.7941317656,3.0720360008,4.7720204117,1.3128558050,4.9056124384
0.1519807164,0.5246715353,1.6175981888,0.8936204860,2.3324689913,2.9563693179,2.5297908179,1.8634027464,3.4136841768,4.8739800036
0.1489846553,1.4697077473,0.0489834330,0.1967313513,3.0778294392,0.8536913473,4.2308305820,-1.9547059865,2.9057491525,4.9862007000
0.8526592161,0.7133171725,1.2489461990,1.4211202458,1.8098465454,3.1821626522,0.3735124789,4.2025215395,1.4722451073,6.6565163756
0.0350274730,-0.0514627822,-1.0446904906,0.3764452838,-0.5149928424,4.8592389609,-1.9380460610,3.3055007252,7.5310249544,5.4870802193
-0.4555211036,0.2615820398,4.3855668187,3.1683654224,2.9250106462,3.8223012821,6.9276074485,0.1207270552,4.0815050000,5.1329848087
0.2386429736,-2.4189478110,0.0638700554,2.8364633115,0.6762472740,2.3439885993,0.4529759085,1.9705417059,1.4089046611,1.7580864317
0.6085914508,-1.0258129584,3.4076728129,-0.3081741988,7.2569323618,1.4010842287,2.1171989908,0.8507912921,8.0892148848,1.6280549534
0.5407378208,-1.8175798783,1.8951556603,-0.6039019382,-0.6302234656,2.4409357059,2.6882940188,5.6044956195,4.8315996210,2.6097039878
1.1429770707,2.3745096934,0.4324434545,-0.5307825368,-1.0044499807,-0.1184641925,3.2707109506,1.2007927870,4.6681243814,-0.2773009762
0.9009734267,0.6042059467,2.9959837035,5.1835056386,1.8899365556,0.0935018037,7.3287373979,5.4993635178,2.7575474687,9.9940565508
-0.7609902154,0.0949853181,0.0960406891,0.8306195564,0.7743591300,5.3449049381,3.4015477835,4.7270438884,0.3049578793,1.1782676292
0.8247837929,0.0043867573,2.3539438388,0.4184057920,-0.1213805090,0.4362026340,1.0983296867,1.6446580492,5.2044538375,4.2223212705
0.3030892687,0.2078101347,-0.4088972134,-0.5882867679,-0.0186072965,-0.8237678261,1.2560177206,-0.8091811429,-0.5957331128,4.7660738507
0.6670842573,0.9363185541,2.7013430194,5.5110556235,2.8592506459,2.8936324043,1.6859584618,1.2982220228,1.6330086555,4.9605962459
1.0527135688,-1.7388711128,-0.9728459952,1.3491707243,0.0734975130,1.9020721168,1.9256260295,4.9904734020,0.7175753772,3.4850821529
-0.2113311997,1.1835920930,6.3003496186,0.9442661327,2.7244953526,1.6413827096,2.9009714547,0.1833401035,0.8029490824,2.5003444695
0.9707293897,0.5882306334,-2.7027469259,-0.4750335895,-0.3181818061,1.0032833017,2.4314634809,0.4623744460,2.9313127889,2.3645400139
0.1864021687,-0.8540404764,0.8481160903,1.6947902232,4.8692792920,6.3089900549,2.1848314975,6.9842225885,3.6890288712,1.9039402807
-0.3289283693,0.7366652468,1.3479140768,4.4162212360,0.2997263975,-0.2562124517,3.2693509259,-2.3970492781,5.5945310156,-0.8046566623
1.3116890008,-0.4593673069,4.6783157148,2.9783097798,1.5190452300,1.9043967874,2.8428411296,3.5000832871,2.8148256805,6.6177298001
-0.3062678799,1.1700622318,-0.3708264362,2.7834112892,1.4188354627,0.8064926545,0.4869178214,-1.2446035295,-2.4766483673,7.3179793787
-0.0723755216,0.1644934335,0.5875095963,-0.0069902126,-1.0418440409,4.1049396494,9.8763805491,0.7849551049,6.1922214744,6.4398526694
0.4547384644,0.8488187451,-0.2957324804,0.3667025707,1.9563127483,3.9950220880,2.9437511628,2.6353803679,0.2667920234,0.9991070561
0.1711621003,0.2245406712,-0.3671735049,0.2403039722,1.0146421451,1.6441450067,-1.0394318823,3.6358607345,1.6934962019,6.1044762289
0.5413544104,-0.1077248562,1.6922063346,1.9567866402,0.2553194303,2.0164973484,1.1319667033,3.2075743176,-0.4080467387,4.2299116263
-0.4275006280,0.6652673060,0.8666017638,2.4766968102,1.5222836565,-0.0926702330,3.7642615518,5.5705335013,2.9873963681,0.5366074256
-0.0151605469,0.2783778214,1.2453829289,6.9488647922,-0.7022066872,2.7929670694,5.7699610790,2.2591153118,4.4580562745,4.3690830690
0.2068048442,-0.0232954904,-0.3703824423,1.6165247126,3.1404121231,-1.7665255161,0.5714906867,2.7453695790,3.3030184606,3.2631570646
-1.4954099579,0.9877902452,0.4264695473,3.4420020676,0.2023696382,4.5917096665,3.8936542745,1.3847732994,1.9947075647,2.5835832970
-1.2944031977,1.4573640589,0.7031994755,-0.5462848209,4.3145520515,0.8903721230,3.9027171209,3.2684426926,2.8072718089,-0.8123785866
-0.6064950824,-0.1431483321,1.4217413954,0.8266883925,4.2882456497,2.6032940707,3.7191300542,4.4672150043,2.8929306040,4.9036886123
-0.2270054413,1.8439840416,0.4794907248,2.7445911180,6.2665102959,3.2959186105,3.8471074910,1.7227368379,2.2050974891,5.2783297365
0.0445822297,-0.8733134393,1.8656948874,0.5831642316,2.0753112619,9.3078692623,2.4103694015,2.0283538074,3.0547784908,5.8087997000
-0.6746888066,0.5893675599,-0.6849357158,2.3896009631,-0.8918039579,1.2413465198,1.6533132328,-0.5865420634,2.2572381395,0.8605091682
0.1323681803,0.2487271766,-1.2316963643,5.0861329904,2.8288115096,4.1723153524,1.1226237167,2.7871625106,0.3946060755,1.4069647798
0.6410953242,3.0429651951,-0.0944766455,0.2786214181,-0.3491662097,3.9182159168,3.1860286337,0.1272360995,2.9802530979,2.8227537259
-0.1421813814,0.3665518664,3.2080145242,1.2558317031,3.0576867248,2.0241260215,3.5075216866,1.5541961354,1.6377443808,5.7354475547
0.5329657664,1.1449891325,0.7180141880,2.3591602009,0.6312919407,1.4963482733,1.8760781785,1.9858174523,2.1178285541,4.9179935336
0.2164593592,-0.9524482472,0.3318044270,2.9650345167,3.4588807983,0.0474595799,2.5115575036,2.5687243420,1.5815227562,5.7070962547
-0.4709515334,-0.4212631494,-0.8653131367,-0.8826793004,2.1942098938,4.1062657870,2.0552300030,-0.7679065217,4.8151465200,9.3564327790
0.4719271664,4.7172653054,0.8153788496,1.3841122771,0.7609563052,1.7629448347,3.8676810335,7.6179856214,3.9301702856,4.8063613147
-0.1994594682,-0.3579602848,0.7063204677,2.0359076644,1.3439846464,-1.0277028720,7.6613534336,4.7077245074,-1.3734953008,1.2289037404
0.7742846474,1.3639401940,2.6826711031,-1.3939901531,2.2322687538,3.7946188655,1.8369235038,-0.5235349929,3.1583035254,5.9393017630
1.2269456800,0.3658408793,-0.5580827531,1.3224485863,2.2575677392,0.6336369632,0.7961499823,3.3914550258,1.9522391388,1.1648082735
0.4032987034,-0.0711353331,4.0891411280,0.6964370614,3.8671600095,4.0641571798,2.0564031068,0.3888023079,6.9811908369,1.4344416969
0.9002289350,0.4607696425,1.0142772141,1.2638761546,1.4037740479,4.3093866617,2.4406623135,4.8514834048,4.1922500373,7.3983172827
-0.0642787268,1.5524966126,0.8829058997,2.7393338298,6.8959911737,4.8546633815,0.3708803783,-1.2051013499,4.0572777042,0.2965049409
-0.2565572164,3.6240075360,3.9177053139,1.0263114863,5.6579586904,6.5553953829,0.3194768246,5.5255450434,1.3114498765,5.0795367390
-0.6141344885,0.2781819983,1.3529353796,2.1543810146,2.7868973560,-0.7890421674,0.8004316068,1.8491377546,2.8646567396,1.4698569833
-0.3506321705,1.0118314593,-1.2004461635,-0.1351951096,-0.0560355896,-0.6738001959,2.9041768920,3.5782824948,6.7445427962,6.0925874107
1.0064169071,-1.7015874444,0.7309291981,-0.2276698586,0.7770740262,4.7189238760,2.4696482993,-0.3826565549,7.0228440370,4.3515019318
0.4367920333,0.2436005099,1.1162134410,1.0960532826,0.8371544135,1.7637328110,5.6564058506,3.4233512317,3.9886528704,8.0953859892
-0.4272358293,1.9978501682,0.2182517386,-1.0124507838,1.3970409909,3.4643046210,5.4469696128,-1.2122768059,7.7394014869,3.7110367486
2.7175879888,3.0694550175,1.2654529612,3.8441967067,-1.1781949061,3.0113479409,-0.9485749281,-0.7852983541,3.8130421252,3.6757122660
-0.9512370759,0.4048620068,0.4243226188,1.1802980577,0.8591564999,1.1417240163,3.6551241291,0.6858634394,3.4218549021,7.2034902713
1.6397412952,6.3179525749,-0.3202013517,2.0164608419,0.0447696315,2.4009787870,1.8329396316,3.9412582464,3.8378200401,3.6158164643
