temperature,N,cumulative_mean_exp_neg_sigma,ci_lower_2.5,ci_upper_97.5
3.0,3680,1.023370018846079,0.8528557342579087,1.2539101076735115
3.0,3690,1.021050359373482,0.8460395905315303,1.2664167368305141
3.0,3700,1.0197682666648924,0.8441696317742692,1.2556747391021421
3.0,3710,1.0267614817570727,0.8462909969225771,1.2652829589452805
3.0,3720,1.0251658980492424,0.8473465182493647,1.237196772660165
3.0,3730,1.024893755142772,0.8454301000058295,1.2496653875980774
3.0,3740,1.0227779918204072,0.8483547820471622,1.2405280544764203
3.0,3750,1.0235673800268548,0.8467074824887749,1.250557053268613
3.0,3760,1.0228405460671348,0.8489133222522408,1.265145760182206
3.0,3770,1.0205622127268072,0.8482765252938309,1.2664551077543538
3.0,3780,1.018620560494127,0.8466507240722393,1.2591119587701365
3.0,3790,1.0328823596962144,0.8515498656872409,1.2587839974000479
3.0,3800,1.031332663498227,0.856429948113265,1.255351362087688
3.0,3810,1.0292844040567324,0.8579986929569792,1.2671938562866611
3.0,3820,1.0411332637815958,0.8578350122724537,1.2605382255335529
3.0,3830,1.0398129541292576,0.8581350834793731,1.297040004814363
3.0,3840,1.0420927581126027,0.8609353677509659,1.2593569052327414
3.0,3850,1.040539615396451,0.8627826802347128,1.272545469412677
3.0,3860,1.0408727793030101,0.864682740236041,1.2622138288174487
3.0,3870,1.0387929986650972,0.863707802541167,1.2655029565115556
3.0,3880,1.0375673261021852,0.8588102715163856,1.2566940137547342
3.0,3890,1.036152868565223,0.865687784138151,1.249596463995279
3.0,3900,1.0342556581510434,0.8695189236256508,1.2481674001305203
3.0,3910,1.033837548969712,0.8655034907909395,1.2694180153168921
3.0,3920,1.0322191968174197,0.8584832622816373,1.2488273511401358
3.0,3930,1.0344332909970022,0.86086087466185,1.2512229842399964
3.0,3940,1.0327450313556568,0.8644001880482677,1.2573521204302933
3.0,3950,1.0329937197160903,0.8694284308735467,1.2601132651727494
3.0,3960,1.031200992829489,0.8682541964905196,1.2512453967047719
3.0,3970,1.0298644667379906,0.851515875071355,1.2509659540547364
3.0,3980,1.029319560224389,0.8634999854103651,1.2546208997468475
3.0,3990,1.0285638506157422,0.8579310174755224,1.2563073148843502
3.0,4000,1.0262523438979114,0.8596953246115899,1.241639089466927
